id,state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge
343,IL,44,415, 350-6639, no, yes,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14,7,3.78
344,IN,98,408, 376-4300, no, yes,21,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,0,0,0
345,SC,64,510, 349-6567, no, yes,37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59
346,VA,141,415, 333-7749, no, no,0,260.2,131,44.23,179.2,120,15.23,135,119,6.08,7.2,8,1.94
349,AZ,83,415, 400-6999, no, yes,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54
352,AR,179,415, 413-3412, yes, yes,38,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73
353,AR,79,408, 406-2752, no, no,0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43
354,AK,117,415, 337-8078, no, no,0,181.5,95,30.86,205.1,88,17.43,204,82,9.18,14.7,9,3.97
356,ME,31,415, 371-7917, no, no,0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43
357,CA,124,408, 343-6374, yes, no,0,244.6,89,41.58,188.8,80,16.05,206,114,9.27,11.3,4,3.05
358,NM,122,408, 385-8730, no, yes,23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3
360,SC,90,408, 407-6748, no, yes,29,150.1,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57
361,CO,159,408, 341-4463, yes, no,0,257.1,53,43.71,312.2,127,26.54,183,82,8.24,8.8,6,2.38
367,NC,112,415, 334-1872, no, no,0,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46
369,KS,132,415, 369-3214, no, no,0,83.4,110,14.18,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05
370,MA,128,415, 385-6778, no, no,0,195.6,99,33.25,267.8,120,22.76,164.9,76,7.42,16,2,4.32
371,NC,135,415, 383-7689, no, no,0,201.8,81,34.31,225,114,19.13,204.4,82,9.2,10.3,6,2.78
372,NM,56,408, 385-5722, no, no,0,197,110,33.49,222.8,102,18.94,225.3,91,10.14,10.6,6,2.86
373,CA,151,415, 357-1909, yes, no,0,218,57,37.06,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35
374,NY,32,415, 364-3567, no, no,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4
376,SD,87,415, 370-2957, no, yes,21,214,113,36.38,180,114,15.3,134.5,82,6.05,10.6,5,2.86
377,DC,138,415, 329-6562, no, no,0,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02
378,ND,79,408, 363-3515, no, no,0,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81
379,MO,95,415, 374-7787, yes, no,0,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11
380,KS,127,415, 345-2931, no, no,0,221,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84
381,SD,137,510, 373-5732, no, no,0,242.1,118,41.16,191,93,16.24,218.6,50,9.84,14.7,2,3.97
383,OR,149,415, 332-9460, yes, no,0,176.2,87,29.95,145,81,12.33,249.5,92,11.23,5.7,4,1.54
387,CT,99,415, 363-8824, no, no,0,146.7,64,24.94,274,99,23.29,321.3,98,14.46,8.9,1,2.4
388,NH,54,510, 353-3351, no, no,0,210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3
389,WI,85,415, 360-4320, no, no,0,102,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89
390,MS,150,510, 417-6252, no, no,0,126,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75
391,WV,43,415, 393-4949, no, no,0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3
394,PA,112,510, 352-9017, no, no,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54
396,TN,98,415, 376-9249, no, yes,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62
398,OR,94,415, 328-6011, no, no,0,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,2,2,0.54
403,UT,96,408, 410-4023, no, yes,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67
404,KY,119,510, 411-7649, no, no,0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02
406,WI,92,415, 421-9401, yes, no,0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51
407,IL,21,415, 343-9658, no, no,0,146,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84
412,NV,64,415, 396-2324, no, no,0,97.2,80,16.52,186.2,90,15.83,189,92,8.5,10.4,6,2.81
416,DE,113,415, 352-4418, no, no,0,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35
419,SD,128,408, 372-8048, no, yes,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16,6,4.32
420,NV,115,415, 356-3646, no, no,0,184.1,98,31.3,327,73,27.8,212.5,106,9.56,7.5,6,2.03
421,NM,141,415, 351-9604, no, yes,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51
422,MN,51,510, 355-9581, no, no,0,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13
425,DC,112,415, 394-5537, no, yes,16,221.6,110,37.67,130.2,123,11.07,200,108,9,11.3,3,3.05
426,MA,129,510, 408-2712, yes, no,0,192.9,131,32.79,185.5,101,15.77,205.2,130,9.23,10.9,4,2.94
427,ME,163,415, 404-4486, no, no,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38
429,AZ,140,408, 411-4674, no, no,0,173.2,91,29.44,196.8,106,16.73,209.3,128,9.42,11.2,5,3.02
430,OR,49,510, 376-4519, no, no,0,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35
431,KS,46,510, 365-5979, no, no,0,250.3,100,42.55,260.6,90,22.15,195,104,8.78,13.3,2,3.59
432,NE,148,415, 382-2879, no, no,0,178.3,98,30.31,282.6,110,24.02,181,98,8.15,11.4,4,3.08
434,SC,78,415, 411-7390, no, no,0,155,106,26.35,175.3,101,14.9,155.6,125,7,11.8,5,3.19
435,PA,61,408, 383-8848, no, yes,31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32
436,MT,58,510, 387-9301, no, yes,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02
437,NM,155,415, 399-3164, no, no,0,190.3,123,32.35,301.3,96,25.61,214.6,134,9.66,8,3,2.16
438,OH,100,510, 385-8997, no, no,0,278,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24
440,MI,81,415, 408-3384, no, no,0,153.5,99,26.1,197.6,102,16.8,198.5,86,8.93,6.3,2,1.7
441,AR,135,510, 419-6033, no, yes,27,273.4,141,46.48,154,99,13.09,245.8,112,11.06,12.3,6,3.32
442,FL,99,408, 336-2090, no, no,0,155.3,93,26.4,265.7,95,22.58,145.7,67,6.56,12.4,4,3.35
443,AR,59,510, 343-7242, no, yes,29,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84
445,WI,85,408, 381-5878, yes, no,0,165.4,107,28.12,196,126,16.66,349.2,110,15.71,9.6,7,2.59
447,TX,88,510, 414-4803, no, no,0,138.3,116,23.51,236,138,20.06,179.1,110,8.06,9.6,4,2.59
448,NM,55,510, 382-5478, no, no,0,286.7,100,48.74,134.4,121,11.42,192.9,122,8.68,6.9,5,1.86
449,GA,75,415, 333-7637, no, no,0,117.3,114,19.94,201.1,61,17.09,107.9,82,4.86,12.2,3,3.29
451,AL,85,408, 411-4232, no, no,0,127.9,107,21.74,271.2,124,23.05,202.2,76,9.1,12.5,5,3.38
452,KS,86,408, 339-2616, no, yes,23,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65
453,SD,91,510, 327-3850, no, no,0,149,115,25.33,245.3,105,20.85,260,94,11.7,8.3,3,2.24
454,LA,149,415, 328-7209, no, yes,20,198.9,77,33.81,274,88,23.29,190.7,76,8.58,14.3,9,3.86
455,OH,97,408, 405-6189, no, no,0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3
457,AZ,60,415, 366-2212, no, no,0,98.2,88,16.69,180.5,69,15.34,223.6,69,10.06,9.3,2,2.51
458,KY,54,408, 356-1420, no, no,0,159.8,99,27.17,264,64,22.44,115.7,70,5.21,9.7,7,2.62
459,DC,11,415, 343-1323, no, yes,28,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,6,3,1.62
460,WA,109,415, 361-8239, no, no,0,184,120,31.28,120.4,119,10.23,153.7,86,6.92,11,3,2.97
462,RI,115,408, 360-3525, no, no,0,147.9,109,25.14,228.4,117,19.41,299.7,90,13.49,9.6,9,2.59
464,NV,91,408, 337-6898, no, no,0,133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59
465,ND,105,415, 366-8036, no, yes,23,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3
466,NV,71,415, 352-8327, yes, no,0,178.2,113,30.29,167.8,94,14.26,182.1,111,8.19,13.6,3,3.67
467,FL,132,510, 334-9505, no, yes,36,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84
469,AZ,86,415, 392-2381, no, yes,32,70.9,163,12.05,166.7,121,14.17,244.9,105,11.02,11.1,5,3
470,AL,41,510, 369-6880, no, yes,34,194.4,63,33.05,254.9,110,21.67,160.2,115,7.21,17.2,9,4.64
472,NV,78,408, 345-3451, no, no,0,75,116,12.75,248.7,87,21.14,176,83,7.92,9.5,6,2.57
473,IL,149,408, 379-2514, no, no,0,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7
475,MI,139,415, 421-3528, no, yes,20,214.6,101,36.48,235.1,132,19.98,162.8,132,7.33,14.8,12,4
476,AR,74,510, 329-9046, no, no,0,148.5,111,25.25,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67
478,GA,141,510, 403-8904, no, yes,23,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05
479,AZ,140,408, 393-4086, no, no,0,149.8,134,25.47,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19
480,ID,99,408, 400-1367, no, no,0,190.4,102,32.37,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02
481,HI,166,408, 377-9473, no, no,0,181.4,108,30.84,253.8,54,21.57,112.3,94,5.05,11.6,6,3.13
482,NV,124,408, 396-3068, no, no,0,151.1,123,25.69,187.4,104,15.93,255.4,93,11.49,5.3,3,1.43
484,GA,117,510, 347-1914, no, no,0,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59
485,GA,85,510, 395-1962, no, no,0,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,11,2,2.97
487,MA,102,510, 355-6560, yes, no,0,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46
488,IN,76,415, 363-3911, no, no,0,204.2,100,34.71,292.6,139,24.87,244.3,105,10.99,10.5,2,2.84
490,IA,130,415, 361-5277, no, no,0,150.4,119,25.57,230.5,99,19.59,186.3,76,8.38,12.3,4,3.32
491,IN,78,415, 376-7145, no, no,0,208.9,119,35.51,252.4,132,21.45,280.2,120,12.61,12.8,7,3.46
492,AL,55,415, 375-2975, yes, no,0,191.9,91,32.62,256.1,110,21.77,203.7,101,9.17,14.3,6,3.86
493,ME,92,415, 376-8573, yes, no,0,130.7,113,22.22,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54
494,RI,129,415, 366-7360, no, yes,33,119.6,104,20.33,278.7,88,23.69,263.4,175,11.85,5.9,2,1.59
495,MD,18,408, 347-7898, no, no,0,273.6,93,46.51,114.6,116,9.74,250.6,120,11.28,8.2,4,2.21
496,FL,161,415, 390-7328, yes, no,0,156.1,114,26.54,180.3,63,15.33,179.6,115,8.08,11.1,9,3
497,CA,93,415, 356-5491, no, yes,36,178.7,134,30.38,178.6,102,15.18,126.8,82,5.71,8,4,2.16
498,AL,144,415, 373-3251, no, no,0,177.5,93,30.18,287.4,75,24.43,180.5,118,8.12,11.9,3,3.21
499,ME,75,408, 343-1965, yes, no,0,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62
501,SD,126,415, 386-1548, no, yes,23,114.3,102,19.43,190.3,103,16.18,240.4,111,10.82,12.6,7,3.4
502,FL,124,415, 397-1649, no, yes,28,251.4,104,42.74,225.1,89,19.13,251.9,121,11.34,7.5,5,2.03
504,MI,109,415, 402-9691, yes, yes,26,217.2,138,36.92,145.5,111,12.37,280.7,76,12.63,9.3,3,2.51
505,NM,80,510, 334-9806, no, no,0,206.3,97,35.07,154.9,98,13.17,263.6,82,11.86,12.4,12,3.35
506,AK,41,415, 378-7733, no, no,0,159.3,66,27.08,125.9,75,10.7,261.9,76,11.79,11.1,5,3
507,OH,136,415, 407-2248, no, yes,31,143.1,88,24.33,236.6,65,20.11,227.8,120,10.25,11.4,5,3.08
508,MO,92,415, 405-3916, no, no,0,154,122,26.18,329.8,88,28.03,288,117,12.96,5.6,2,1.51
509,KS,143,408, 407-2081, no, yes,24,186.6,69,31.72,222,116,18.87,234.9,138,10.57,11.6,5,3.13
510,MS,118,415, 397-9148, no, yes,26,170.8,114,29.04,199.5,125,16.96,169.7,98,7.64,9.6,5,2.59
511,VT,193,408, 415-4857, no, yes,17,124,102,21.08,202.9,81,17.25,205.1,129,9.23,12.3,3,3.32
512,NE,73,415, 354-7314, no, no,0,198.3,94,33.71,279.3,101,23.74,146.2,87,6.58,14.8,8,4
513,VA,62,408, 346-5611, no, no,0,172.8,101,29.38,204.8,97,17.41,240.8,90,10.84,9.1,8,2.46
514,DE,30,415, 349-4703, no, yes,30,217.4,74,36.96,213.8,86,18.17,227.2,104,10.22,6.6,3,1.78
516,ID,148,510, 421-1469, no, yes,14,93.6,137,15.91,193.8,72,16.47,144.9,84,6.52,17.5,5,4.73
517,MS,96,510, 420-5990, no, no,0,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05
519,NM,87,415, 357-2735, no, no,0,168.2,92,28.59,224.7,100,19.1,169.5,99,7.63,12.9,3,3.48
520,WI,41,408, 409-4791, no, no,0,202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,9,3,2.43
521,WV,112,415, 380-5286, no, no,0,261.4,108,44.44,154.5,102,13.13,130.9,90,5.89,11.6,2,3.13
523,KY,122,408, 392-1616, no, yes,27,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,5,2.48
524,MO,61,408, 364-1969, no, no,0,45,108,7.65,151.3,74,12.86,152.9,94,6.88,9.8,6,2.65
525,IL,87,510, 390-4152, no, no,0,231.3,105,39.32,171.7,108,14.59,67.7,136,3.05,13,6,3.51
526,OK,176,408, 367-7039, no, no,0,47.4,125,8.06,167.8,90,14.26,163.1,107,7.34,10.5,8,2.84
527,MI,30,510, 391-6607, no, no,0,227.4,88,38.66,182.5,100,15.51,191.7,134,8.63,12.5,3,3.38
528,NJ,95,415, 379-6652, no, yes,22,40.9,126,6.95,133.4,90,11.34,264.2,91,11.89,11.9,7,3.21
529,ID,46,415, 384-1833, no, no,0,124.8,133,21.22,157.3,143,13.37,199.3,72,8.97,8.6,4,2.32
531,NY,47,415, 391-1348, no, yes,37,163.5,77,27.8,203.1,102,17.26,232,87,10.44,7.8,4,2.11
534,OK,125,415, 406-5059, no, yes,36,201.3,117,34.22,42.2,78,3.59,125.7,104,5.66,5.4,3,1.46
535,LA,67,510, 373-6784, no, no,0,310.4,97,52.77,66.5,123,5.65,246.5,99,11.09,9.2,10,2.48
536,NE,194,408, 408-3532, no, no,0,48.4,101,8.23,281.1,138,23.89,218.5,87,9.83,18.2,1,4.91
537,TX,128,415, 350-8680, no, yes,40,171.2,88,29.1,145.7,109,12.38,196.8,93,8.86,14,6,3.78
539,OR,165,415, 343-3356, no, no,0,216.6,126,36.82,190.8,104,16.22,224.7,123,10.11,12.4,8,3.35
540,NY,59,408, 415-4609, no, no,0,107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,9.9,3,2.67
541,AL,47,408, 404-5387, no, yes,28,141.3,94,24.02,168,108,14.28,113.5,84,5.11,7.8,2,2.11
542,RI,150,415, 415-8151, no, yes,29,209.9,77,35.68,158,52,13.43,141.9,113,6.39,6.6,1,1.78
544,NC,26,415, 393-3300, no, no,0,234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3.5,6,0.95
546,RI,95,510, 339-4317, no, yes,27,129.5,106,22.02,248.9,90,21.16,268,115,12.06,11.9,3,3.21
547,WI,69,510, 418-6455, yes, no,0,279.8,90,47.57,248.7,91,21.14,171,118,7.69,8.4,10,2.27
548,VT,95,510, 378-3508, yes, yes,41,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,10.3,9,2.78
549,CT,31,415, 390-9359, no, yes,31,100.1,54,17.02,246.3,97,20.94,255,131,11.48,5.9,3,1.59
553,GA,44,510, 419-8987, no, no,0,288.1,112,48.98,258,92,21.93,192.4,90,8.66,10.2,4,2.75
554,UT,61,510, 402-9980, yes, no,0,78.2,103,13.29,195.9,149,16.65,108,100,4.86,10.1,6,2.73
555,NM,65,415, 376-5908, no, no,0,148.7,80,25.28,259,94,22.02,149.5,107,6.73,12.7,6,3.43
559,MT,74,408, 339-7541, no, no,0,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,2.24
560,CO,125,415, 378-9029, no, no,0,131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,6,2.08
561,VT,80,415, 342-7514, no, no,0,160.6,103,27.3,237,109,20.15,245.1,88,11.03,10.7,1,2.89
562,RI,53,408, 422-4956, no, yes,18,146.8,107,24.96,310,84,26.35,178.7,130,8.04,7.2,7,1.94
563,WY,99,408, 389-8606, no, yes,28,200.7,88,34.12,264.2,116,22.46,172.7,102,7.77,9.1,5,2.46
564,ID,99,415, 406-7261, no, no,0,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94
566,ME,97,510, 390-2891, no, no,0,211,76,35.87,189,100,16.07,123,102,5.54,4.7,4,1.27
568,MD,85,510, 362-2776, yes, no,0,216,73,36.72,188.2,117,16,147.1,98,6.62,3.6,7,0.97
569,IN,108,510, 329-1955, no, no,0,293,88,49.81,160.6,101,13.65,143.9,87,6.48,10,6,2.7
570,NC,133,408, 344-3160, yes, yes,32,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16
572,MN,186,415, 335-3913, no, yes,26,74.3,107,12.63,177.3,116,15.07,296.3,90,13.33,14.5,3,3.92
573,WI,44,415, 355-7705, yes, no,0,62.3,92,10.59,275,82,23.38,138.7,108,6.24,10.8,3,2.92
574,FL,64,408, 410-7108, no, yes,31,228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,9,1,2.43
575,WV,44,510, 419-1674, no, no,0,228.1,121,38.78,276.5,79,23.5,279.8,77,12.59,9.9,5,2.67
577,FL,92,415, 349-9566, no, no,0,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,6,3.7
579,CO,90,408, 393-8199, no, yes,30,183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,3,2.08
580,CT,72,408, 388-4879, no, yes,21,186.7,108,31.74,335,86,28.48,187.2,119,8.42,16.5,4,4.46
582,PA,171,415, 416-1557, no, yes,25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75
583,NM,104,415, 356-7217, no, no,0,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89
584,ME,165,408, 350-2012, no, no,0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78
585,SD,104,510, 420-9838, no, no,0,234.2,128,39.81,293.1,92,24.91,183.9,79,8.28,9.8,6,2.65
586,AR,110,408, 373-6379, no, no,0,55.3,102,9.4,164.7,124,14,200.7,108,9.03,10.2,5,2.75
587,TX,90,408, 355-7293, yes, no,0,221.8,97,37.71,203.8,134,17.32,215.8,154,9.71,8.4,4,2.27
589,OK,101,408, 345-1524, no, no,0,89.7,118,15.25,260.1,79,22.11,170.1,93,7.65,13.5,11,3.65
590,WI,117,408, 375-8493, no, yes,14,80.2,81,13.63,219,103,18.62,122.6,102,5.52,8.6,2,2.32
592,PA,82,408, 359-6163, no, no,0,125.7,96,21.37,207.6,137,17.65,183.1,103,8.24,12.9,2,3.48
593,OK,92,510, 411-8140, no, no,0,176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,1,2.59
594,ME,82,510, 381-9049, no, yes,29,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57
595,WV,90,415, 344-4478, no, no,0,205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38
597,MN,124,510, 410-7383, no, no,0,157.5,70,26.78,130.7,79,11.11,193.4,98,8.7,9.6,4,2.59
599,AZ,84,415, 341-2360, no, no,0,159,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32
600,OH,75,510, 370-3021, no, yes,46,214.1,62,36.4,200.9,111,17.08,246.8,126,11.11,9.2,6,2.48
602,MA,62,415, 386-2810, yes, no,0,159.7,86,27.15,197.5,76,16.79,121.6,105,5.47,13.9,6,3.75
604,MI,53,415, 346-5707, no, no,0,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13
605,NM,30,415, 405-8370, no, no,0,169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,7,3.08
607,RI,129,415, 369-5222, no, no,0,139.5,119,23.72,289.3,105,24.59,129.4,97,5.82,13.1,8,3.54
608,NC,63,415, 347-7420, no, yes,29,142.3,107,24.19,118.7,56,10.09,240.1,91,10.8,6.6,8,1.78
609,WY,28,415, 392-6856, no, no,0,187.8,94,31.93,248.6,86,21.13,208.8,124,9.4,10.6,5,2.86
610,WY,111,415, 371-5556, no, no,0,146.2,55,24.85,261.5,83,22.23,163.2,116,7.34,8.7,3,2.35
611,PA,91,510, 334-5337, no, no,0,231.8,120,39.41,150.6,106,12.8,269.2,129,12.11,11.6,7,3.13
612,KY,90,415, 334-8817, no, no,0,193.7,83,32.93,154.2,79,13.11,299,60,13.46,12.7,3,3.43
613,OR,151,510, 339-1405, no, no,0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08
614,NV,105,415, 380-7742, yes, yes,29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56
615,DC,41,408, 329-6191, no, yes,37,239.8,110,40.77,221.9,115,18.86,189.1,100,8.51,7.3,1,1.97
616,UT,48,510, 340-3075, no, yes,43,172,111,29.24,200.2,64,17.02,233.1,96,10.49,8,5,2.16
617,WA,166,408, 416-5849, yes, yes,35,128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,7,2.38
618,FL,79,510, 334-7443, no, no,0,130.2,119,22.13,290.9,121,24.73,194.8,140,8.77,14,6,3.78
619,VA,153,510, 394-9121, no, no,0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,6,3.13
620,KS,110,415, 383-1657, yes, no,0,293.3,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,4,3.92
621,KS,163,415, 347-4112, no, no,0,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,4,3.46
623,ME,105,408, 402-9982, no, yes,33,209.6,68,35.63,146.9,140,12.49,121,131,5.44,10.6,3,2.86
624,LA,172,415, 392-8905, no, no,0,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,1,1.92
625,DC,126,415, 392-5512, no, no,0,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38
626,TX,97,510, 351-6384, no, no,0,144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,4,3.73
627,NJ,95,408, 348-8015, yes, yes,37,220.2,109,37.43,185.3,99,15.75,205.1,82,9.23,4.1,2,1.11
629,VT,97,415, 328-2236, no, no,0,112.7,119,19.16,217.7,109,18.5,152.1,76,6.84,6.5,5,1.76
630,GA,76,415, 372-6497, no, no,0,299.5,125,50.92,226.7,92,19.27,210.7,134,9.48,13.7,4,3.7
633,ND,68,408, 421-2723, no, yes,22,82.5,97,14.03,289.9,94,24.64,180,114,8.1,4.8,4,1.3
634,NJ,122,415, 327-9341, no, yes,34,146.4,104,24.89,89.7,103,7.62,220,91,9.9,15.6,4,4.21
635,MO,36,408, 383-5474, no, no,0,177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92
636,CO,120,510, 328-8147, no, yes,27,153.5,84,26.1,194,73,16.49,256.5,94,11.54,10.2,7,2.75
637,KS,121,408, 373-5438, no, no,0,150.7,105,25.62,197.3,133,16.77,169,116,7.61,9.2,15,2.48
638,NC,64,408, 333-9253, no, yes,19,180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,3,2.03
639,MT,13,415, 347-9421, no, yes,31,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,1,3.48
640,DE,106,415, 419-3167, no, no,0,128.6,83,21.86,134,114,11.39,210.6,113,9.48,11.4,2,3.08
641,ND,88,415, 414-4162, no, no,0,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13
642,VA,74,408, 416-5341, no, no,0,165.3,120,28.1,198.5,106,16.87,208.5,102,9.38,9.8,3,2.65
643,IL,83,415, 368-8600, no, no,0,195,92,33.15,210.5,83,17.89,180.6,92,8.13,11,13,2.97
644,OK,49,415, 336-6085, no, no,0,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21
646,MT,50,415, 360-2107, no, yes,22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3
648,ME,88,415, 420-5179, no, no,0,192,91,32.64,127.6,127,10.85,155.6,125,7,7.5,5,2.03
650,MO,79,408, 411-5958, no, no,0,261.7,97,44.49,210.6,48,17.9,256.7,83,11.55,6,3,1.62
651,NY,140,415, 333-8180, no, no,0,235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,11.5,4,3.11
652,CT,105,408, 357-2679, no, no,0,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57
655,CA,96,510, 341-4103, no, yes,31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84
656,CA,79,510, 416-8701, no, no,0,157.6,85,26.79,194.1,92,16.5,231.5,86,10.42,9.4,10,2.54
658,AK,130,415, 392-5587, no, no,0,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,2,2.51
660,CO,139,415, 368-2845, no, no,0,138.1,103,23.48,164.5,100,13.98,134.9,63,6.07,8.3,2,2.24
662,SD,65,408, 348-7484, no, yes,31,282.3,70,47.99,152,89,12.92,225.5,93,10.15,12,4,3.24
664,VT,152,415, 418-7846, no, no,0,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,4,2
665,ND,147,408, 358-8729, no, no,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11
666,GA,112,415, 349-1943, no, yes,22,181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48
